PHY_IDENT,HabClass,BC_CLASS,EXP_BIO,SHORETYPE,ESI,ORI,TRSH,DUGR,SPZO,BLLI,WHLI,YELI,BARN,BLMU,GRAL,BRAL,SURF,EELG,SOBK,ROCK,DRKE,BUKE,CMECS_1,CMECS_2,LENGTH_M,Slope_calc,SHORE_PROB,LOST_SHORE,Wave_Dissipation,Orient_dir,Tidal_height,CVI_Rank,REAL,ALAR,DABK
04/01/0291/A,51,6,P,6,5,5,NA,NA,NA,N,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,61.375,15,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0292/A,50,6,P,6,9A,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,196.767,13,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0293/A,50,3,P,3,8A,3,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,81.25,42,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0293/B,50,3,P,3,8A,5,NA,NA,NA,N,NA,NA,P,P,C,P,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,204.327,19,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0294/A,61,6,VP,6,9A,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,193.823,7,NA,NA,Spilling,SW,6.3,Low,NA,NA,NA
04/01/0294/B,61,6,VP,6,9A,5,NA,NA,NA,N,NA,NA,P,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,144.212,9,NA,NA,Spilling,NW,6.3,Low,NA,NA,NA
04/01/0294/C,61,6,VP,6,9A,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,206.49,6,NA,NA,Spilling,N,6.3,Low,NA,NA,NA
04/01/0295/A,60,6,VP,6,9A,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,149.944,15,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0296/A,40,6,SP,6,5,5,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,109.404,28,NA,NA,Plunging,N,6.3,Low,NA,NA,NA
04/01/0297/0,51,29,P,29,9A,3,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,P,P,P,NA,NA,NA,NA,250.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0298/0,50,13,P,13,5,5,NA,NA,NA,NA,NA,NA,P,NA,C,NA,NA,NA,C,P,NA,NA,NA,NA,247.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0299/0,54,34,P,34,5,4,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,C,P,NA,NA,NA,NA,70.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0300/0,60,18,VP,18,3A,4,NA,NA,N,NA,NA,NA,NA,NA,C,NA,NA,NA,P,P,NA,NA,NA,NA,584.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0301/0,63,31,VP,31,10A,5,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,P,C,NA,NA,NA,NA,63.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0302/0,60,18,VP,18,3A,4,NA,NA,N,NA,NA,NA,NA,NA,C,NA,NA,NA,P,P,NA,NA,NA,NA,291.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0303/0,54,34,P,34,5,4,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,NA,C,P,NA,NA,NA,NA,61.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0304/0,60,18,VP,18,4,4,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,P,NA,P,NA,NA,NA,NA,144.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0305/0,61,28,VP,28,9A,4,NA,NA,N,NA,NA,NA,NA,NA,P,NA,NA,P,NA,P,NA,NA,NA,NA,161.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/01/0306/B,50,6,P,6,5,5,NA,NA,N,NA,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,207.556,28,NA,NA,Plunging,SE,6.3,Low,NA,NA,NA
04/01/0307/A,51,3,P,3,9A,5,NA,NA,N,NA,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,41.254,9,NA,NA,Spilling,SE,6.3,Low,NA,NA,NA
04/01/0308/A,50,6,P,6,5,5,NA,NA,N,N,NA,NA,C,NA,C,P,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,185.086,32,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0309/A,50,6,P,6,5,5,NA,P,N,NA,NA,NA,C,C,C,C,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,49.261,10,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0309/B,50,6,P,6,5,5,NA,NA,N,NA,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,124.964,16,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0309/C,50,2,P,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,83.406,20,NA,NA,Plunging,N,6.3,Low,NA,NA,NA
04/01/0310/A,51,6,P,6,6A,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,67.534,10,NA,NA,Plunging,N,6.3,Low,NA,NA,NA
04/01/0310/B,51,6,P,6,6A,5,NA,C,NA,NA,NA,NA,C,NA,C,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,60.426,9,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0310/C,51,3,P,3,6B,5,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,C,P,NA,NA,S1.1,S1.2.1.2.1,117.312,9,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0311/A,40,2,SP,2,8D,4,NA,NA,NA,M,M,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,199.669,20,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0312/A,40,2,SP,2,6B,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,57.141,13,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0312/B,40,6,SP,6,6A,4,NA,P,NA,M,NA,NA,P,NA,C,P,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,43.313,7,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0312/C,40,3,SP,3,4,4,NA,NA,NA,M,NA,NA,C,C,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,97.342,26,NA,NA,Collapsing,NW,6.3,Low,NA,NA,NA
04/01/0313/A,40,2,SP,2,6A,2,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,76.932,24,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0314/A,51,6,P,6,5,4,NA,P,NA,M,NA,NA,NA,NA,C,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,155.986,7,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0315/A,50,5,P,5,6B,4,NA,NA,NA,M,NA,NA,C,C,P,NA,NA,NA,C,P,NA,NA,S1.2.1.1,NA,113.372,11,NA,NA,Plunging,N,6.3,Low,NA,NA,NA
04/01/0316/A,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,147.01,23,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0316/B,40,2,SP,2,6B,4,NA,NA,NA,M,NA,NA,C,C,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,95.364,23,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0317/A,40,1,SP,1,8A,3,NA,NA,NA,M,NA,NA,C,C,NA,NA,NA,NA,C,C,NA,NA,S1.1,NA,60.72,46,NA,NA,Surging,NW,6.3,Low,NA,NA,NA
04/01/0318/A,41,2,SP,2,8A,4,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,51.195,17,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0318/B,41,3,SP,3,8A,5,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,39.683,14,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0318/C,41,6,SP,6,5,5,NA,P,N,N,NA,NA,C,NA,C,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,117.429,7,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0319/A,41,3,SP,3,8A,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,P,NA,NA,S1.1,S1.2.1.2.1,77.772,7,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0319/B,41,2,SP,2,8A,4,NA,NA,NA,M,NA,NA,C,P,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,66.908,13,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0319/C,41,3,SP,3,8D,5,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,C,P,NA,NA,S1.1,S1.2.1.2.1,65.725,7,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0319/D,41,1,SP,1,1A,2,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.1,NA,38.196,52,NA,NA,Surging,NW,6.3,Low,NA,NA,NA
04/01/0320/A,40,2,SP,2,8A,4,NA,NA,NA,M,NA,NA,C,NA,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,114.45,42,NA,NA,Collapsing,S,6.3,Low,NA,NA,NA
04/01/0320/B,40,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,69.456,10,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0320/C,40,2,SP,2,8A,4,NA,NA,NA,M,NA,NA,C,P,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,24.25,24,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0320/D,40,5,SP,5,8D,5,NA,NA,NA,N,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,131.404,14,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0320/E,40,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,55.222,35,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0320/F,40,5,SP,5,6B,4,NA,NA,NA,N,NA,NA,C,C,C,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,28.013,20,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0320/G,40,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,43.952,23,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0321/A,40,5,SP,5,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,70.206,26,NA,NA,Plunging,S,6.3,Low,NA,NA,NA
04/01/0321/B,40,6,SP,6,5,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,106.721,17,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0322/A,40,3,SP,3,8D,5,NA,NA,N,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,395.879,32,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0322/B,40,6,SP,6,5,5,NA,P,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,33.683,8,NA,NA,Spilling,W,6.3,Low,NA,NA,NA
04/01/0322/C,40,3,SP,3,8D,5,NA,NA,NA,M,NA,NA,P,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,99.896,10,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0322/D,40,3,SP,3,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,88.314,24,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0323/A,51,3,P,3,9A,5,NA,NA,NA,N,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,77.446,9,NA,NA,Spilling,W,6.3,Low,NA,NA,NA
04/01/0324/A,50,3,P,3,8D,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,239.878,17,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0324/B,50,6,P,6,9A,5,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,53.636,13,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0324/C,50,6,P,6,9A,5,NA,NA,N,N,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,202.564,24,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0324/D,50,6,P,6,9A,5,NA,NA,NA,N,NA,NA,P,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,97.731,13,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0324/E,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,157.364,35,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0325/A,41,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,84.103,26,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0326/A,50,3,P,3,8D,5,NA,P,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,120.403,9,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0326/B,50,2,P,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,64.913,32,NA,NA,Plunging,NW,6.3,Low,NA,NA,NA
04/01/0326/C,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,118.02,38,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0326/D,50,6,P,6,5,5,NA,NA,NA,NA,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,67.669,13,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0326/E,50,3,P,3,6B,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.2.1,159.119,30,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0327/A,50,6,P,6,9A,5,NA,NA,NA,N,NA,NA,C,NA,P,NA,NA,NA,P,P,NA,NA,S1.2.1.2.1,NA,136.872,10,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0328/A,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.1,79.289,35,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0329/A,50,6,P,6,9A,5,NA,NA,N,NA,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,161.912,13,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0330/A,50,3,P,3,5,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.2.1,101.285,19,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0330/B,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,60.108,38,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0331/A,50,6,P,6,9A,5,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,101.035,7,NA,NA,Spilling,W,6.3,Low,NA,NA,NA
04/01/0332/A,50,3,P,3,8D,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,91.963,14,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0332/B,50,6,P,6,8D,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,122.553,19,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0332/C,50,7,P,7,9A,5,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,C,C,P,NA,NA,S1.2.2.2,NA,692.672,2,NA,NA,Spilling,S,6.3,Low,NA,NA,NA
04/01/0333/A,53,7,P,7,9A,4,NA,NA,N,NA,NA,NA,NA,C,C,NA,NA,C,NA,C,NA,NA,S1.2.2.2,NA,633.519,2,NA,NA,Spilling,S,6.3,Low,NA,NA,NA
04/01/0333/B,53,7,P,7,9A,4,NA,P,NA,NA,NA,NA,NA,NA,P,NA,NA,C,NA,NA,NA,NA,S1.2.2.2,NA,156.535,1,NA,NA,Spilling,S,6.3,Low,NA,NA,NA
04/01/0333/C,53,8,P,8,9A,4,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,S1.2.2.3,NA,163.081,1,NA,NA,Spilling,S,6.3,Low,NA,NA,NA
04/01/0333/D,53,7,P,7,10A,4,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,C,NA,NA,S1.2.2.2,NA,1338.89,0,NA,NA,Spilling,W,6.3,Moderate,NA,NA,NA
04/01/0333/E,53,7,P,7,10A,4,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.2.2,NA,270.925,1,NA,NA,Spilling,NW,6.3,Moderate,NA,NA,NA
04/01/0334/A,53,7,P,7,9A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.2.2,NA,405.531,1,NA,NA,Spilling,N,6.3,Low,NA,NA,NA
04/01/0335/A,51,6,P,6,9A,5,NA,C,NA,NA,NA,NA,NA,P,C,NA,NA,C,P,C,NA,NA,S1.2.1.2.1,NA,630.944,1,NA,NA,Spilling,NW,6.3,Low,NA,NA,NA
04/01/0336/A,51,6,P,6,9A,4,NA,NA,N,NA,NA,NA,NA,P,C,NA,NA,P,P,NA,NA,NA,S1.2.1.2.1,NA,435.313,2,NA,NA,Spilling,NE,6.3,Low,NA,NA,NA
04/01/0336/B,51,6,P,6,5,5,NA,NA,N,NA,NA,NA,C,C,C,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,219.543,10,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0336/C,51,6,P,6,9A,5,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,217.993,2,NA,NA,Spilling,NE,6.3,Low,NA,NA,NA
04/01/0337/A,51,6,P,6,9A,5,NA,C,NA,NA,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,376.918,3,NA,NA,Spilling,NE,6.3,Low,NA,NA,NA
04/01/0338/A,50,6,P,6,9A,5,NA,C,NA,NA,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,104.825,3,NA,NA,Spilling,N,6.3,Low,NA,NA,NA
04/01/0338/B,50,6,P,6,9A,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,101.635,5,NA,NA,Spilling,NE,6.3,Low,NA,NA,NA
04/01/0338/C,50,6,P,6,9A,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,132.399,11,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0338/D,50,3,P,3,9A,5,NA,NA,N,NA,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.2.1,205.009,17,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0338/E,50,6,P,6,9A,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,95.109,8,NA,NA,Spilling,NE,6.3,Low,NA,NA,NA
04/01/0339/A,51,6,P,6,9A,5,NA,C,NA,NA,NA,NA,P,NA,C,NA,NA,P,NA,P,NA,NA,S1.2.1.2.1,NA,130.007,4,NA,NA,Spilling,SE,6.3,Low,NA,NA,NA
04/01/0340/A,40,2,SP,2,8D,3,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,34.566,42,NA,NA,Collapsing,NE,6.3,Low,NA,NA,NA
04/01/0340/B,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,29.507,17,NA,NA,Plunging,SW,6.3,Low,NA,NA,NA
04/01/0341/A,40,2,SP,2,8D,4,NA,P,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,80.908,23,NA,NA,Plunging,E,6.3,Low,NA,NA,NA
04/01/0341/B,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,61.09,15,NA,NA,Plunging,W,6.3,Low,NA,NA,NA
04/01/0342/A,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,206.179,23,NA,NA,Plunging,E,6.3,Low,NA,NA,NA
04/01/0343/A,51,6,P,6,9A,5,NA,NA,N,N,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,297.572,4,NA,NA,Spilling,E,6.3,Low,NA,NA,NA
04/01/0344/A,53,6,P,6,10A,5,NA,P,NA,NA,NA,NA,C,NA,P,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,542.781,3,NA,NA,Spilling,E,6.3,Low,NA,NA,NA
04/01/0344/B,53,6,P,6,9A,5,NA,P,NA,NA,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,63.914,3,NA,NA,Spilling,SE,6.3,Low,NA,NA,NA
04/01/0345/A,51,6,P,6,9A,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,114.304,12,NA,NA,Plunging,S,6.3,Low,NA,NA,NA
04/01/0345/B,51,3,P,3,8D,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,228.56,24,NA,NA,Plunging,SE,6.3,Low,NA,NA,NA
04/01/0345/C,51,2,P,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,91.83,35,NA,NA,Collapsing,E,6.3,Low,NA,NA,NA
04/01/0346/A,50,3,P,3,8D,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,461.097,20,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0347/A,41,6,SP,6,10A,5,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,151.954,9,NA,NA,Plunging,E,6.3,Low,NA,NA,NA
04/01/0348/A,41,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,222.583,10,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0348/B,41,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,83.586,23,NA,NA,Plunging,NE,6.3,Low,NA,NA,NA
04/01/0349/A,51,6,P,6,6A,5,NA,C,NA,NA,NA,NA,P,C,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,181.874,6,NA,NA,Spilling,E,6.2,Low,NA,NA,NA
04/01/0350/A,41,6,SP,6,6B,5,NA,NA,NA,N,NA,NA,P,C,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,101.811,7,NA,NA,Plunging,E,6.2,Low,NA,NA,NA
04/01/0350/B,41,6,SP,6,6B,5,NA,NA,N,N,NA,NA,C,C,P,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,65.218,6,NA,NA,Spilling,SE,6.2,Low,NA,NA,NA
04/01/0350/C,41,2,SP,2,6B,4,NA,NA,NA,M,NA,N,C,C,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,38.326,11,NA,NA,Plunging,S,6.2,Low,NA,NA,NA
04/01/0350/D,41,2,SP,2,2A,2,NA,NA,NA,M,NA,NA,C,C,P,NA,P,NA,C,C,NA,NA,S1.1,S1.2.1.1,44.781,20,NA,NA,Plunging,N,6.2,Low,NA,NA,NA
04/01/0350/E,41,3,SP,3,5,4,NA,NA,NA,M,NA,NA,C,P,P,NA,P,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,129.686,10,NA,NA,Plunging,NE,6.2,Low,NA,NA,NA
04/01/0351/A,41,3,SP,3,5,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,NA,NA,NA,S1.1,S1.2.1.2.1,60.731,27,NA,NA,Collapsing,NE,6.2,Low,NA,NA,NA
04/01/0352/A,41,3,SP,3,8A,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,39.045,16,NA,NA,Plunging,N,6.2,Low,NA,NA,NA
04/01/0352/B,41,6,SP,6,5,5,NA,NA,M,NA,NA,NA,C,NA,P,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,41.079,8,NA,NA,Plunging,NE,6.2,Low,NA,NA,NA
04/01/0353/A,41,6,SP,6,6B,5,NA,NA,NA,N,NA,NA,C,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,141.021,12,NA,NA,Plunging,NE,6.2,Low,NA,NA,NA
